% Moku:Go Data Logger
% Input 1 (on), DC , 1 MOhm , 10 Vpp
% Input 2 (off), DC , 1 MOhm , 10 Vpp
% Acquisition rate: 1.0000000000e+02 Hz, Precision mode
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Square, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, duty cycle 50.00 %
% 
% Acquired 2025-09-24 T 12:02:14 +1000
% Time (s), Input 1 (V)
3.2610000000e+01, 3.0946032559e+00
3.2620000000e+01, 3.0945728974e+00
3.2630000000e+01, 3.0945915002e+00
3.2640000000e+01, 3.0946616282e+00
3.2650000000e+01, 3.0947261597e+00
3.2660000000e+01, 3.0947241274e+00
3.2670000000e+01, 3.0946013175e+00
3.2680000000e+01, 3.0947221577e+00
3.2690000000e+01, 3.0946356467e+00
3.2700000000e+01, 3.0946295500e+00
3.2710000000e+01, 3.0946553439e+00
3.2720000000e+01, 3.0946566883e+00
3.2730000000e+01, 3.0946200141e+00
3.2740000000e+01, 3.0948137337e+00
3.2750000000e+01, 3.0947793106e+00
3.2760000000e+01, 3.0947742144e+00
3.2770000000e+01, 3.0948468436e+00
3.2780000000e+01, 3.0949905388e+00
3.2790000000e+01, 3.0949553341e+00
3.2800000000e+01, 3.0948056360e+00
3.2810000000e+01, 3.0948926785e+00
3.2820000000e+01, 3.0948559731e+00
3.2830000000e+01, 3.0948218001e+00
3.2840000000e+01, 3.0948327430e+00
3.2850000000e+01, 3.0947238461e+00
3.2860000000e+01, 3.0948762017e+00
3.2870000000e+01, 3.0948485319e+00
3.2880000000e+01, 3.0950172706e+00
3.2890000000e+01, 3.0949487684e+00
3.2900000000e+01, 3.0949381069e+00
3.2910000000e+01, 3.0948035100e+00
3.2920000000e+01, 3.0948187361e+00
3.2930000000e+01, 3.0947424802e+00
3.2940000000e+01, 3.0946554689e+00
3.2950000000e+01, 3.0947200317e+00
3.2960000000e+01, 3.0949079985e+00
3.2970000000e+01, 3.0949564284e+00
3.2980000000e+01, 3.0947805300e+00
3.2990000000e+01, 3.0944972354e+00
3.3000000000e+01, 3.0947300366e+00
3.3010000000e+01, 3.0946747596e+00
3.3020000000e+01, 3.0947937239e+00
3.3030000000e+01, 3.0946743531e+00
3.3040000000e+01, 3.0947571436e+00
3.3050000000e+01, 3.0947409169e+00
3.3060000000e+01, 3.0947675549e+00
3.3070000000e+01, 3.0946761353e+00
3.3080000000e+01, 3.0946568446e+00
3.3090000000e+01, 3.0946647234e+00
3.3100000000e+01, 3.0948131084e+00
3.3110000000e+01, 3.0946562818e+00
3.3120000000e+01, 3.0949920395e+00
3.3130000000e+01, 3.0950758304e+00
3.3140000000e+01, 3.0949841919e+00
3.3150000000e+01, 3.0948286785e+00
3.3160000000e+01, 3.0948320551e+00
3.3170000000e+01, 3.0947578001e+00
3.3180000000e+01, 3.0948807664e+00
3.3190000000e+01, 3.0949212862e+00
3.3200000000e+01, 3.0949086550e+00
3.3210000000e+01, 3.0947476389e+00
3.3220000000e+01, 3.0947587381e+00
3.3230000000e+01, 3.0948566296e+00
3.3240000000e+01, 3.0948961177e+00
3.3250000000e+01, 3.0948192989e+00
3.3260000000e+01, 3.0947944743e+00
3.3270000000e+01, 3.0948693546e+00
3.3280000000e+01, 3.0949067166e+00
3.3290000000e+01, 3.0949481743e+00
3.3300000000e+01, 3.0948168290e+00
3.3310000000e+01, 3.0948553790e+00
3.3320000000e+01, 3.0950880551e+00
3.3330000000e+01, 3.0949457982e+00
3.3340000000e+01, 3.0950499115e+00
3.3350000000e+01, 3.0949229433e+00
3.3360000000e+01, 3.0949697474e+00
3.3370000000e+01, 3.0950416575e+00
3.3380000000e+01, 3.0950430019e+00
3.3390000000e+01, 3.0949157835e+00
3.3400000000e+01, 3.0948933038e+00
3.3410000000e+01, 3.0949252882e+00
3.3420000000e+01, 3.0950236174e+00
3.3430000000e+01, 3.0949529267e+00
3.3440000000e+01, 3.0950002623e+00
3.3450000000e+01, 3.0949699037e+00
3.3460000000e+01, 3.0948909276e+00
3.3470000000e+01, 3.0949806277e+00
3.3480000000e+01, 3.0949952598e+00
3.3490000000e+01, 3.0948884264e+00
3.3500000000e+01, 3.0949671211e+00
3.3510000000e+01, 3.0948326805e+00
3.3520000000e+01, 3.0950055148e+00
3.3530000000e+01, 3.0948110762e+00
3.3540000000e+01, 3.0947743707e+00
3.3550000000e+01, 3.0948671035e+00
3.3560000000e+01, 3.0950278695e+00
3.3570000000e+01, 3.0948465622e+00
3.3580000000e+01, 3.0947914728e+00
3.3590000000e+01, 3.0948228006e+00
3.3600000000e+01, 3.0949726863e+00
3.3610000000e+01, 3.0949956350e+00
3.3620000000e+01, 3.0949538021e+00
3.3630000000e+01, 3.0950178959e+00
3.3640000000e+01, 3.0950085476e+00
3.3650000000e+01, 3.0950773312e+00
3.3660000000e+01, 3.0950644499e+00
3.3670000000e+01, 3.0950332159e+00
3.3680000000e+01, 3.0950126121e+00
3.3690000000e+01, 3.0950864293e+00
3.3700000000e+01, 3.0951066580e+00
3.3710000000e+01, 3.0950148006e+00
3.3720000000e+01, 3.0950538509e+00
3.3730000000e+01, 3.0950414386e+00
3.3740000000e+01, 3.0953167606e+00
3.3750000000e+01, 3.0951684381e+00
3.3760000000e+01, 3.0951958578e+00
3.3770000000e+01, 3.0950055461e+00
3.3780000000e+01, 3.0950452530e+00
3.3790000000e+01, 3.0951254797e+00
3.3800000000e+01, 3.0952765847e+00
3.3810000000e+01, 3.0952125847e+00
3.3820000000e+01, 3.0950269628e+00
3.3830000000e+01, 3.0951014992e+00
3.3840000000e+01, 3.0950683893e+00
3.3850000000e+01, 3.0950385622e+00
3.3860000000e+01, 3.0951000610e+00
3.3870000000e+01, 3.0949979486e+00
3.3880000000e+01, 3.0950778001e+00
3.3890000000e+01, 3.0952931240e+00
3.3900000000e+01, 3.0953560297e+00
3.3910000000e+01, 3.0951066580e+00
3.3920000000e+01, 3.0952583258e+00
3.3930000000e+01, 3.0953360825e+00
3.3940000000e+01, 3.0954376321e+00
3.3950000000e+01, 3.0951564323e+00
3.3960000000e+01, 3.0953033790e+00
3.3970000000e+01, 3.0951740034e+00
3.3980000000e+01, 3.0951754416e+00
3.3990000000e+01, 3.0953284850e+00
3.4000000000e+01, 3.0953850126e+00
3.4010000000e+01, 3.0951896360e+00
3.4020000000e+01, 3.0951897298e+00
3.4030000000e+01, 3.0951399867e+00
3.4040000000e+01, 3.0953093507e+00
3.4050000000e+01, 3.0950361235e+00
3.4060000000e+01, 3.0952356272e+00
3.4070000000e+01, 3.0949836604e+00
3.4080000000e+01, 3.0951802251e+00
3.4090000000e+01, 3.0951826638e+00
3.4100000000e+01, 3.0953324557e+00
3.4110000000e+01, 3.0951010928e+00
3.4120000000e+01, 3.0951606844e+00
3.4130000000e+01, 3.0949765007e+00
3.4140000000e+01, 3.0952484147e+00
3.4150000000e+01, 3.0952389726e+00
3.4160000000e+01, 3.0953944547e+00
3.4170000000e+01, 3.0953141968e+00
3.4180000000e+01, 3.0954162779e+00
3.4190000000e+01, 3.0954062418e+00
3.4200000000e+01, 3.0954107440e+00
3.4210000000e+01, 3.0953342378e+00
3.4220000000e+01, 3.0956310703e+00
3.4230000000e+01, 3.0955590351e+00
3.4240000000e+01, 3.0954964420e+00
3.4250000000e+01, 3.0955953341e+00
3.4260000000e+01, 3.0955678832e+00
3.4270000000e+01, 3.0955182339e+00
3.4280000000e+01, 3.0954597054e+00
3.4290000000e+01, 3.0953815422e+00
3.4300000000e+01, 3.0954173722e+00
3.4310000000e+01, 3.0954053038e+00
3.4320000000e+01, 3.0953638773e+00
3.4330000000e+01, 3.0953504020e+00
3.4340000000e+01, 3.0954649892e+00
3.4350000000e+01, 3.0954924714e+00
3.4360000000e+01, 3.0955487176e+00
3.4370000000e+01, 3.0956755295e+00
3.4380000000e+01, 3.0958092823e+00
3.4390000000e+01, 3.0955923014e+00
3.4400000000e+01, 3.0956108417e+00
3.4410000000e+01, 3.0954988495e+00
3.4420000000e+01, 3.0956832520e+00
3.4430000000e+01, 3.0956150312e+00
3.4440000000e+01, 3.0955493429e+00
3.4450000000e+01, 3.0956234416e+00
3.4460000000e+01, 3.0954410713e+00
3.4470000000e+01, 3.0955467479e+00
3.4480000000e+01, 3.0954940346e+00
3.4490000000e+01, 3.0956107479e+00
3.4500000000e+01, 3.0955544078e+00
3.4510000000e+01, 3.0955459975e+00
3.4520000000e+01, 3.0956017122e+00
3.4530000000e+01, 3.0957379975e+00
3.4540000000e+01, 3.0958813487e+00
3.4550000000e+01, 3.0956403561e+00
3.4560000000e+01, 3.0954981304e+00
3.4570000000e+01, 3.0954955979e+00
3.4580000000e+01, 3.0955157952e+00
3.4590000000e+01, 3.0955272696e+00
3.4600000000e+01, 3.0954898763e+00
3.4610000000e+01, 3.0954222183e+00
3.4620000000e+01, 3.0955061343e+00
3.4630000000e+01, 3.0955419643e+00
3.4640000000e+01, 3.0955686961e+00
3.4650000000e+01, 3.0956252862e+00
3.4660000000e+01, 3.0956301636e+00
3.4670000000e+01, 3.0954741186e+00
3.4680000000e+01, 3.0956280688e+00
3.4690000000e+01, 3.0955719789e+00
3.4700000000e+01, 3.0957229902e+00
3.4710000000e+01, 3.0958463004e+00
3.4720000000e+01, 3.0958154416e+00
3.4730000000e+01, 3.0956270683e+00
3.4740000000e+01, 3.0957710761e+00
3.4750000000e+01, 3.0957018861e+00
3.4760000000e+01, 3.0957872715e+00
3.4770000000e+01, 3.0956680571e+00
3.4780000000e+01, 3.0958128778e+00
3.4790000000e+01, 3.0957402486e+00
3.4800000000e+01, 3.0957490654e+00
3.4810000000e+01, 3.0958688739e+00
3.4820000000e+01, 3.0960381128e+00
3.4830000000e+01, 3.0959995627e+00
3.4840000000e+01, 3.0959115822e+00
3.4850000000e+01, 3.0959796467e+00
3.4860000000e+01, 3.0958944489e+00
3.4870000000e+01, 3.0959047039e+00
3.4880000000e+01, 3.0959125827e+00
3.4890000000e+01, 3.0957743903e+00
3.4900000000e+01, 3.0957930244e+00
3.4910000000e+01, 3.0957995588e+00
3.4920000000e+01, 3.0958575246e+00
3.4930000000e+01, 3.0958385779e+00
3.4940000000e+01, 3.0958578998e+00
3.4950000000e+01, 3.0957604772e+00
3.4960000000e+01, 3.0958069999e+00
3.4970000000e+01, 3.0960138509e+00
3.4980000000e+01, 3.0959599496e+00
3.4990000000e+01, 3.0958943238e+00
3.5000000000e+01, 3.0958515842e+00
3.5010000000e+01, 3.0956444205e+00
3.5020000000e+01, 3.0958553986e+00
3.5030000000e+01, 3.0958244147e+00
3.5040000000e+01, 3.0959977806e+00
3.5050000000e+01, 3.0960967977e+00
3.5060000000e+01, 3.0960394884e+00
3.5070000000e+01, 3.0958697493e+00
3.5080000000e+01, 3.0960826658e+00
3.5090000000e+01, 3.0958445808e+00
3.5100000000e+01, 3.0958579623e+00
3.5110000000e+01, 3.0957404362e+00
3.5120000000e+01, 3.0958121587e+00
3.5130000000e+01, 3.0956684323e+00
3.5140000000e+01, 3.0957641665e+00
3.5150000000e+01, 3.0959019525e+00
3.5160000000e+01, 3.0958777532e+00
3.5170000000e+01, 3.0962503414e+00
3.5180000000e+01, 3.0959548221e+00
3.5190000000e+01, 3.0959934347e+00
3.5200000000e+01, 3.0958317620e+00
3.5210000000e+01, 3.0960107869e+00
3.5220000000e+01, 3.0960318910e+00
3.5230000000e+01, 3.0959519144e+00
3.5240000000e+01, 3.0961408504e+00
3.5250000000e+01, 3.0962183570e+00
3.5260000000e+01, 3.0962301440e+00
3.5270000000e+01, 3.0961252178e+00
3.5280000000e+01, 3.0961789315e+00
3.5290000000e+01, 3.0958829745e+00
3.5300000000e+01, 3.0960002193e+00
3.5310000000e+01, 3.0959934034e+00
3.5320000000e+01, 3.0961192149e+00
3.5330000000e+01, 3.0959807410e+00
3.5340000000e+01, 3.0961599535e+00
3.5350000000e+01, 3.0962519047e+00
3.5360000000e+01, 3.0962304254e+00
3.5370000000e+01, 3.0960630625e+00
3.5380000000e+01, 3.0959727371e+00
3.5390000000e+01, 3.0957647606e+00
3.5400000000e+01, 3.0960768192e+00
3.5410000000e+01, 3.0960847293e+00
3.5420000000e+01, 3.0959039848e+00
3.5430000000e+01, 3.0956987596e+00
3.5440000000e+01, 3.0958772217e+00
3.5450000000e+01, 3.0958722193e+00
3.5460000000e+01, 3.0960816340e+00
3.5470000000e+01, 3.0958931045e+00
3.5480000000e+01, 3.0959342496e+00
3.5490000000e+01, 3.0959292784e+00
3.5500000000e+01, 3.0960141948e+00
3.5510000000e+01, 3.0961028631e+00
3.5520000000e+01, 3.0961405065e+00
3.5530000000e+01, 3.0961934386e+00
3.5540000000e+01, 3.0960669394e+00
3.5550000000e+01, 3.0960953907e+00
3.5560000000e+01, 3.0962975832e+00
3.5570000000e+01, 3.0961745857e+00
3.5580000000e+01, 3.0964100444e+00
3.5590000000e+01, 3.0963987576e+00
3.5600000000e+01, 3.0960727860e+00
3.5610000000e+01, 3.0961581089e+00
3.5620000000e+01, 3.0962843580e+00
3.5630000000e+01, 3.0961936575e+00
3.5640000000e+01, 3.0962114474e+00
3.5650000000e+01, 3.0961151504e+00
3.5660000000e+01, 3.0961162759e+00
3.5670000000e+01, 3.0961508866e+00
3.5680000000e+01, 3.0961121177e+00
3.5690000000e+01, 3.0961040825e+00
3.5700000000e+01, 3.0959652022e+00
3.5710000000e+01, 3.0960875119e+00
3.5720000000e+01, 3.0961607039e+00
3.5730000000e+01, 3.0960554025e+00
3.5740000000e+01, 3.0960248250e+00
3.5750000000e+01, 3.0959106130e+00
3.5760000000e+01, 3.0958778783e+00
3.5770000000e+01, 3.0960012510e+00
3.5780000000e+01, 3.0961936575e+00
3.5790000000e+01, 3.0961088348e+00
3.5800000000e+01, 3.0961551387e+00
3.5810000000e+01, 3.0962046941e+00
3.5820000000e+01, 3.0961578275e+00
3.5830000000e+01, 3.0962952071e+00
3.5840000000e+01, 3.0963590820e+00
3.5850000000e+01, 3.0962911426e+00
3.5860000000e+01, 3.0963642720e+00
3.5870000000e+01, 3.0964129833e+00
3.5880000000e+01, 3.0963098392e+00
3.5890000000e+01, 3.0963413859e+00
3.5900000000e+01, 3.0963474513e+00
3.5910000000e+01, 3.0962519047e+00
3.5920000000e+01, 3.0962729462e+00
3.5930000000e+01, 3.0961315959e+00
3.5940000000e+01, 3.0962649110e+00
3.5950000000e+01, 3.0962194201e+00
3.5960000000e+01, 3.0961778685e+00
3.5970000000e+01, 3.0961943453e+00
3.5980000000e+01, 3.0964087625e+00
3.5990000000e+01, 3.0962390859e+00
3.6000000000e+01, 3.0964276467e+00
3.6010000000e+01, 3.0964031348e+00
3.6020000000e+01, 3.0964877073e+00
3.6030000000e+01, 3.0963195314e+00
3.6040000000e+01, 3.0963862828e+00
3.6050000000e+01, 3.0962496223e+00
3.6060000000e+01, 3.0964691357e+00
3.6070000000e+01, 3.0964049794e+00
3.6080000000e+01, 3.0965787830e+00
3.6090000000e+01, 3.0963976946e+00
3.6100000000e+01, 3.0964647273e+00
3.6110000000e+01, 3.0963242212e+00
3.6120000000e+01, 3.0963114650e+00
3.6130000000e+01, 3.0964516272e+00
3.6140000000e+01, 3.0965066228e+00
3.6150000000e+01, 3.0964183922e+00
3.6160000000e+01, 3.0964156096e+00
3.6170000000e+01, 3.0963681489e+00
3.6180000000e+01, 3.0964529716e+00
3.6190000000e+01, 3.0965937278e+00
3.6200000000e+01, 3.0964672911e+00
3.6210000000e+01, 3.0962639418e+00
3.6220000000e+01, 3.0965053096e+00
3.6230000000e+01, 3.0963336946e+00
3.6240000000e+01, 3.0965938529e+00
3.6250000000e+01, 3.0964483131e+00
3.6260000000e+01, 3.0965049345e+00
3.6270000000e+01, 3.0964898646e+00
3.6280000000e+01, 3.0963553302e+00
3.6290000000e+01, 3.0963357894e+00
3.6300000000e+01, 3.0963644909e+00
3.6310000000e+01, 3.0964491572e+00
3.6320000000e+01, 3.0964492510e+00
3.6330000000e+01, 3.0965149081e+00
3.6340000000e+01, 3.0964662281e+00
3.6350000000e+01, 3.0963738392e+00
3.6360000000e+01, 3.0963291924e+00
3.6370000000e+01, 3.0962272989e+00
3.6380000000e+01, 3.0962227029e+00
3.6390000000e+01, 3.0960981734e+00
3.6400000000e+01, 3.0961884674e+00
3.6410000000e+01, 3.0962175441e+00
3.6420000000e+01, 3.0962443697e+00
3.6430000000e+01, 3.0960975168e+00
3.6440000000e+01, 3.0962214210e+00
3.6450000000e+01, 3.0962609716e+00
3.6460000000e+01, 3.0963366023e+00
3.6470000000e+01, 3.0964246453e+00
3.6480000000e+01, 3.0963126218e+00
3.6490000000e+01, 3.0961110546e+00
3.6500000000e+01, 3.0964326804e+00
3.6510000000e+01, 3.0962734152e+00
3.6520000000e+01, 3.0965331983e+00
3.6530000000e+01, 3.0965360434e+00
3.6540000000e+01, 3.0965441724e+00
3.6550000000e+01, 3.0963435432e+00
3.6560000000e+01, 3.0964263961e+00
3.6570000000e+01, 3.0962653175e+00
3.6580000000e+01, 3.0964069179e+00
3.6590000000e+01, 3.0964526589e+00
3.6600000000e+01, 3.0965785642e+00
3.6610000000e+01, 3.0965312286e+00
3.6620000000e+01, 3.0964490947e+00
3.6630000000e+01, 3.0966212725e+00
3.6640000000e+01, 3.0966466912e+00
3.6650000000e+01, 3.0965405143e+00
3.6660000000e+01, 3.0965430156e+00
3.6670000000e+01, 3.0964992129e+00
3.6680000000e+01, 3.0965473614e+00
3.6690000000e+01, 3.0965243815e+00
3.6700000000e+01, 3.0965867869e+00
3.6710000000e+01, 3.0966481606e+00
3.6720000000e+01, 3.0966526316e+00
3.6730000000e+01, 3.0966603228e+00
3.6740000000e+01, 3.0967453018e+00
3.6750000000e+01, 3.0967867596e+00
3.6760000000e+01, 3.0966891181e+00
3.6770000000e+01, 3.0967346404e+00
3.6780000000e+01, 3.0966378118e+00
3.6790000000e+01, 3.0965442662e+00
3.6800000000e+01, 3.0965499252e+00
3.6810000000e+01, 3.0963654914e+00
3.6820000000e+01, 3.0965790957e+00
3.6830000000e+01, 3.0965065603e+00
3.6840000000e+01, 3.0963759965e+00
3.6850000000e+01, 3.0966357171e+00
3.6860000000e+01, 3.0965819721e+00
3.6870000000e+01, 3.0965573350e+00
3.6880000000e+01, 3.0967285124e+00
3.6890000000e+01, 3.0965559281e+00
3.6900000000e+01, 3.0966027322e+00
3.6910000000e+01, 3.0967098783e+00
3.6920000000e+01, 3.0967044694e+00
3.6930000000e+01, 3.0965938216e+00
3.6940000000e+01, 3.0967972960e+00
3.6950000000e+01, 3.0969430234e+00
3.6960000000e+01, 3.0967954200e+00
3.6970000000e+01, 3.0968794298e+00
3.6980000000e+01, 3.0969271406e+00
3.6990000000e+01, 3.0966916506e+00
3.7000000000e+01, 3.0966426892e+00
3.7010000000e+01, 3.0964737005e+00
3.7020000000e+01, 3.0967085964e+00
3.7030000000e+01, 3.0966912442e+00
3.7040000000e+01, 3.0968395979e+00
3.7050000000e+01, 3.0965372002e+00
3.7060000000e+01, 3.0967421753e+00
3.7070000000e+01, 3.0966619486e+00
3.7080000000e+01, 3.0966403131e+00
3.7090000000e+01, 3.0964519398e+00
3.7100000000e+01, 3.0963671172e+00
3.7110000000e+01, 3.0965433282e+00
3.7120000000e+01, 3.0966340287e+00
3.7130000000e+01, 3.0966127058e+00
3.7140000000e+01, 3.0967364850e+00
3.7150000000e+01, 3.0964909276e+00
3.7160000000e+01, 3.0966658568e+00
3.7170000000e+01, 3.0967023121e+00
3.7180000000e+01, 3.0966643561e+00
3.7190000000e+01, 3.0964693859e+00
3.7200000000e+01, 3.0966503492e+00
3.7210000000e+01, 3.0965638382e+00
3.7220000000e+01, 3.0966484733e+00
3.7230000000e+01, 3.0967399867e+00
3.7240000000e+01, 3.0967546189e+00
3.7250000000e+01, 3.0966504117e+00
3.7260000000e+01, 3.0966736418e+00
3.7270000000e+01, 3.0966297767e+00
3.7280000000e+01, 3.0967718460e+00
3.7290000000e+01, 3.0965964479e+00
3.7300000000e+01, 3.0968012667e+00
3.7310000000e+01, 3.0966146130e+00
3.7320000000e+01, 3.0968725827e+00
3.7330000000e+01, 3.0969204498e+00
3.7340000000e+01, 3.0967457083e+00
3.7350000000e+01, 3.0966784880e+00
3.7360000000e+01, 3.0966278070e+00
3.7370000000e+01, 3.0966958714e+00
3.7380000000e+01, 3.0967337337e+00
3.7390000000e+01, 3.0967717210e+00
3.7400000000e+01, 3.0968052061e+00
3.7410000000e+01, 3.0968298118e+00
3.7420000000e+01, 3.0968057376e+00
3.7430000000e+01, 3.0967770361e+00
3.7440000000e+01, 3.0968189628e+00
3.7450000000e+01, 3.0968081450e+00
3.7460000000e+01, 3.0969530908e+00
3.7470000000e+01, 3.0968374718e+00
3.7480000000e+01, 3.0969693800e+00
3.7490000000e+01, 3.0970875940e+00
3.7500000000e+01, 3.0971955842e+00
3.7510000000e+01, 3.0970853116e+00
3.7520000000e+01, 3.0971246120e+00
3.7530000000e+01, 3.0969512461e+00
3.7540000000e+01, 3.0970544215e+00
3.7550000000e+01, 3.0968373468e+00
3.7560000000e+01, 3.0969797913e+00
3.7570000000e+01, 3.0970957542e+00
3.7580000000e+01, 3.0971019760e+00
3.7590000000e+01, 3.0969730068e+00
3.7600000000e+01, 3.0972847840e+00
3.7610000000e+01, 3.0970951602e+00
3.7620000000e+01, 3.0971918636e+00
3.7630000000e+01, 3.0971118871e+00
3.7640000000e+01, 3.0973011045e+00
3.7650000000e+01, 3.0970767449e+00
3.7660000000e+01, 3.0970321919e+00
3.7670000000e+01, 3.0969753829e+00
3.7680000000e+01, 3.0970059916e+00
3.7690000000e+01, 3.0969790410e+00
3.7700000000e+01, 3.0969764772e+00
3.7710000000e+01, 3.0972206902e+00
3.7720000000e+01, 3.0972002427e+00
3.7730000000e+01, 3.0971278636e+00
3.7740000000e+01, 3.0971800141e+00
3.7750000000e+01, 3.0970990996e+00
3.7760000000e+01, 3.0970681470e+00
3.7770000000e+01, 3.0970928778e+00
3.7780000000e+01, 3.0972499545e+00
3.7790000000e+01, 3.0970719301e+00
3.7800000000e+01, 3.0971911758e+00
3.7810000000e+01, 3.0970884069e+00
3.7820000000e+01, 3.0970017708e+00
3.7830000000e+01, 3.0970144020e+00
3.7840000000e+01, 3.0970718675e+00
3.7850000000e+01, 3.0968664860e+00
3.7860000000e+01, 3.0972034630e+00
3.7870000000e+01, 3.0971651318e+00
3.7880000000e+01, 3.0971727918e+00
3.7890000000e+01, 3.0971701030e+00
3.7900000000e+01, 3.0974150038e+00
3.7910000000e+01, 3.0969248583e+00
3.7920000000e+01, 3.0970236565e+00
3.7930000000e+01, 3.0970720239e+00
3.7940000000e+01, 3.0971790449e+00
3.7950000000e+01, 3.0971117933e+00
3.7960000000e+01, 3.0972109354e+00
3.7970000000e+01, 3.0971514064e+00
3.7980000000e+01, 3.0974179740e+00
3.7990000000e+01, 3.0973839262e+00
3.8000000000e+01, 3.0972301636e+00
3.8010000000e+01, 3.0972090595e+00
3.8020000000e+01, 3.0972979779e+00
3.8030000000e+01, 3.0971489051e+00
3.8040000000e+01, 3.0972922877e+00
3.8050000000e+01, 3.0973077327e+00
3.8060000000e+01, 3.0974522095e+00
3.8070000000e+01, 3.0973212706e+00
3.8080000000e+01, 3.0973571318e+00
3.8090000000e+01, 3.0972953204e+00
3.8100000000e+01, 3.0974074064e+00
3.8110000000e+01, 3.0973172999e+00
3.8120000000e+01, 3.0972807508e+00
3.8130000000e+01, 3.0972739975e+00
3.8140000000e+01, 3.0972150937e+00
3.8150000000e+01, 3.0973074826e+00
3.8160000000e+01, 3.0974398597e+00
3.8170000000e+01, 3.0973885534e+00
3.8180000000e+01, 3.0973539740e+00
3.8190000000e+01, 3.0974545544e+00
3.8200000000e+01, 3.0972376360e+00
3.8210000000e+01, 3.0971506247e+00
3.8220000000e+01, 3.0970756506e+00
3.8230000000e+01, 3.0970841860e+00
3.8240000000e+01, 3.0972526746e+00
3.8250000000e+01, 3.0972013683e+00
3.8260000000e+01, 3.0973003854e+00
3.8270000000e+01, 3.0972682759e+00
3.8280000000e+01, 3.0972984156e+00
3.8290000000e+01, 3.0972931943e+00
3.8300000000e+01, 3.0972409188e+00
3.8310000000e+01, 3.0972581460e+00
3.8320000000e+01, 3.0972830019e+00
3.8330000000e+01, 3.0971720414e+00
3.8340000000e+01, 3.0972473595e+00
3.8350000000e+01, 3.0972419506e+00
3.8360000000e+01, 3.0972969462e+00
3.8370000000e+01, 3.0973535050e+00
3.8380000000e+01, 3.0972358851e+00
3.8390000000e+01, 3.0971447781e+00
3.8400000000e+01, 3.0973764225e+00
3.8410000000e+01, 3.0975007332e+00
3.8420000000e+01, 3.0974777532e+00
3.8430000000e+01, 3.0974810048e+00
3.8440000000e+01, 3.0973702945e+00
3.8450000000e+01, 3.0974458001e+00
3.8460000000e+01, 3.0973990585e+00
3.8470000000e+01, 3.0973719516e+00
3.8480000000e+01, 3.0974791914e+00
3.8490000000e+01, 3.0975496008e+00
3.8500000000e+01, 3.0975132080e+00
3.8510000000e+01, 3.0976714103e+00
3.8520000000e+01, 3.0978070703e+00
3.8530000000e+01, 3.0976543082e+00
3.8540000000e+01, 3.0977242798e+00
3.8550000000e+01, 3.0978068514e+00
3.8560000000e+01, 3.0978391172e+00
3.8570000000e+01, 3.0975370634e+00
3.8580000000e+01, 3.0976097239e+00
3.8590000000e+01, 3.0975009833e+00
3.8600000000e+01, 3.0977260932e+00
3.8610000000e+01, 3.0976820092e+00
3.8620000000e+01, 3.0978639105e+00
3.8630000000e+01, 3.0978898607e+00
3.8640000000e+01, 3.0977355041e+00
3.8650000000e+01, 3.0976730048e+00
3.8660000000e+01, 3.0977091474e+00
3.8670000000e+01, 3.0977108670e+00
3.8680000000e+01, 3.0977337845e+00
3.8690000000e+01, 3.0976108495e+00
3.8700000000e+01, 3.0977228104e+00
3.8710000000e+01, 3.0976715353e+00
3.8720000000e+01, 3.0978227654e+00
3.8730000000e+01, 3.0977851846e+00
3.8740000000e+01, 3.0978346150e+00
3.8750000000e+01, 3.0976856047e+00
3.8760000000e+01, 3.0976046589e+00
3.8770000000e+01, 3.0977139623e+00
3.8780000000e+01, 3.0976085358e+00
3.8790000000e+01, 3.0975498197e+00
3.8800000000e+01, 3.0974942925e+00
3.8810000000e+01, 3.0975343121e+00
3.8820000000e+01, 3.0975404088e+00
3.8830000000e+01, 3.0974809423e+00
3.8840000000e+01, 3.0973807684e+00
3.8850000000e+01, 3.0975026091e+00
3.8860000000e+01, 3.0973167684e+00
3.8870000000e+01, 3.0974024352e+00
3.8880000000e+01, 3.0974725006e+00
3.8890000000e+01, 3.0976511191e+00
3.8900000000e+01, 3.0976005319e+00
3.8910000000e+01, 3.0976164772e+00
3.8920000000e+01, 3.0976874806e+00
3.8930000000e+01, 3.0978331455e+00
3.8940000000e+01, 3.0976558402e+00
3.8950000000e+01, 3.0976545896e+00
3.8960000000e+01, 3.0976391445e+00
3.8970000000e+01, 3.0974425485e+00
3.8980000000e+01, 3.0974688739e+00
3.8990000000e+01, 3.0973949315e+00
3.9000000000e+01, 3.0975843990e+00
3.9010000000e+01, 3.0975067048e+00
3.9020000000e+01, 3.0976024078e+00
3.9030000000e+01, 3.0978403678e+00
3.9040000000e+01, 3.0976188221e+00
3.9050000000e+01, 3.0976628123e+00
3.9060000000e+01, 3.0976299213e+00
3.9070000000e+01, 3.0975658587e+00
3.9080000000e+01, 3.0975943727e+00
3.9090000000e+01, 3.0975362818e+00
3.9100000000e+01, 3.0975560414e+00
3.9110000000e+01, 3.0977401626e+00
3.9120000000e+01, 3.0976620932e+00
3.9130000000e+01, 3.0975392207e+00
